epoch,discriminator_loss,generator_loss,generator_grad_norm,discriminator_grad_norm
0,-1.2862086296081543,0.6633653044700623,1.4651653028786389,14.07105307287769
1,-1.3753461837768555,0.6985036730766296,2.942343180818204,15.189481471358258
2,-1.3168209791183472,0.6570181250572205,3.85021596185315,14.68869712888764
3,-1.216996431350708,0.62127685546875,4.607511876674754,16.77349947522123
4,-1.1893105506896973,0.5657629370689392,5.085798379770552,19.028668698949613
5,-1.3384076356887817,0.669413685798645,6.279094257603508,22.8817148779881
6,-0.9396848678588867,0.3245275914669037,7.148003012133282,27.540891517812696
7,-1.1882578134536743,0.5807722210884094,7.532194111860185,30.608146260703943
8,-0.9924812316894531,0.5110565423965454,7.836844891607299,34.25894019384854
9,-1.3235281705856323,0.6472980380058289,8.270921648022012,36.616570192214986
10,-0.9797708988189697,0.418567031621933,8.430362073737351,38.684591318979784
11,-1.0246737003326416,0.5100908875465393,9.249438024523254,40.00202201080356
12,-1.2590539455413818,0.646080493927002,8.351687849915676,37.48272120792921
13,-1.285090684890747,0.6295745968818665,9.67961473154832,42.10815085547698
14,-1.1301894187927246,0.575806736946106,9.808257704977821,42.77212457896792
15,-1.0081586837768555,0.5391656160354614,11.196857164756368,46.06639294243373
16,-1.0626816749572754,0.5218400955200195,10.846394020596478,49.162373442999744
17,-1.145777940750122,0.5747060775756836,10.725111696557141,46.80718221823938
18,-1.3314099311828613,0.671437680721283,11.935001178096794,46.74122577487218
19,-1.239058494567871,0.6234409213066101,12.402759270165234,50.20297585337698
20,-1.0277612209320068,0.5168423652648926,14.353830170379181,52.76940663043246
21,-1.0208237171173096,0.5076205134391785,14.771743215950734,54.82955138790191
22,-0.9181721210479736,0.6542077660560608,14.129093818217756,50.4496908636387
23,-1.2278542518615723,0.5917224884033203,15.580547104555738,55.839974420159216
24,-0.7714202404022217,0.08710155636072159,16.037508054930697,55.296249370902544
25,-1.2931495904922485,0.6479752659797668,18.0782460704245,53.56717686007769
26,-1.2543493509292603,0.6077641844749451,15.350132932760587,54.44645220906102
27,-0.8885204792022705,0.417484849691391,18.602018933629775,60.50154056756918
28,-1.040604591369629,0.5742773413658142,18.440989480326223,62.31571753524656
29,-0.9418390393257141,0.36200809478759766,18.59151243100646,53.91805950898565
30,-1.400156021118164,0.7000461220741272,19.504905961089765,57.608689542150344
31,-1.2711780071258545,0.6111465692520142,22.7198582746693,65.36877381214278
32,-1.3112914562225342,0.6576263308525085,24.335732923494177,68.02719142012472
33,-1.2537720203399658,0.6064793467521667,22.057787926273125,61.438994491161814
34,-1.36467707157135,0.6888483762741089,24.94345709554059,67.55409835670025
35,-0.6572953462600708,0.5957832336425781,24.244050647064658,64.09462598596934
36,-0.976220428943634,0.4716258943080902,25.687821127388695,67.58796940502197
37,-0.9698287844657898,0.4062861502170563,28.172870227788138,71.262161897649
38,-1.161842703819275,0.5818083882331848,25.34015542151638,68.6049579519182
39,-0.930619478225708,0.6449515223503113,29.06472086780276,70.66843698634425
40,-1.243761658668518,0.6026896834373474,28.180529590843282,77.46840762783476
41,-1.1759623289108276,0.5944547057151794,30.849087566003007,66.8168718193823
42,-1.2072138786315918,0.5840837955474854,32.245809134110665,76.81450617488768
43,-1.0542547702789307,0.5615768432617188,29.04496893351799,78.72696299404642
44,-1.3419872522354126,0.6786773800849915,31.913361910239185,71.46305789403657
45,-1.3481369018554688,0.6731184124946594,34.55909464760544,76.41890915781822
46,-1.1440962553024292,0.5242006182670593,38.610240824953635,73.58024465366708
47,-0.669796884059906,0.5818597674369812,36.33933171096398,85.10102175706011
48,-0.9678633213043213,0.5265021324157715,38.272620865427896,79.4100766808022
49,-1.042791724205017,0.5596098899841309,40.03941296638754,84.01506703484297
50,-1.0692929029464722,0.4938962161540985,42.284843227194564,86.84340957400478
51,-0.9969797134399414,0.4565162658691406,38.4032111885174,81.81150296030549
52,-0.7390931844711304,0.14973095059394836,44.80838411170732,89.81107334025924
53,-0.7218896150588989,0.4861752688884735,43.42338296243921,85.1303605298685
54,-1.2691724300384521,0.6321327090263367,46.88267554790278,92.10370945377979
55,-0.7743183374404907,0.0685705915093422,46.695789836058196,94.21620469367193
56,-1.2293803691864014,0.6145805716514587,43.59305493879123,90.29394686131857
57,-1.2645881175994873,0.6483917236328125,46.755274208251244,89.78057941357666
58,-1.2061879634857178,0.5773673057556152,48.65277387626341,93.30767745372455
59,-1.2452943325042725,0.630398690700531,50.60213923703734,91.15907944179664
60,-0.7869661450386047,0.3593776524066925,52.21034711096388,94.16817701282432
61,-1.1627298593521118,0.584560215473175,51.87373875564169,94.56710098814398
62,-0.5207122564315796,0.16128885746002197,51.332654782120336,93.82434135706886
63,-1.10825777053833,0.601336658000946,54.48185991822562,100.76669728472031
64,-1.1896793842315674,0.6040249466896057,49.703082066418794,94.4059762968988
65,-0.6729346513748169,0.4144285321235657,55.579840996023,99.68399464086417
66,-1.2754554748535156,0.6505429148674011,55.87817091524333,98.95690537357373
67,-0.4364878237247467,0.42339444160461426,57.69403393241792,99.15584425063939
68,-0.28764358162879944,-0.018984446302056313,53.067030099121475,100.45761995826437
69,-0.7778016924858093,0.5208515524864197,54.06931650582209,100.87428074577498
70,-0.88975989818573,0.07988893985748291,59.995013840334565,101.05939966068375
71,-0.7783805131912231,0.15234701335430145,57.104748830628004,103.01686866451108
72,-0.6794247627258301,0.3126607835292816,56.2736845911563,101.4127888106723
73,-0.8868328928947449,0.4386416971683502,56.057932112800245,100.4606510821786
74,-1.0188367366790771,0.5256578326225281,58.25822005796876,99.83321993489992
75,-0.6585490703582764,-0.1966046541929245,55.883455384762065,100.85720592950733
76,-0.9717322587966919,0.4573429524898529,60.829600406843696,100.5827130886011
77,-1.0032598972320557,0.49084359407424927,50.673076050951785,99.15008250564418
78,-0.8903516530990601,0.15487398207187653,61.939634814520836,103.22404859727114
79,-0.6385110020637512,0.14317573606967926,56.8308923589622,102.00629915359123
80,-0.5764260292053223,0.4379449784755707,62.634738994733134,104.20601240364002
81,-0.9154009819030762,0.3355136513710022,64.06186792377443,102.38317246383096
82,-0.5590282678604126,0.014750775881111622,61.012207839523825,102.9455877459849
83,-1.1203925609588623,0.5799563527107239,60.6640844960081,104.24290242828681
84,-0.42089468240737915,0.49004411697387695,62.50207879267992,104.38342433728542
85,-0.8493440747261047,0.4496077001094818,63.98450232032617,103.71865459913641
86,-0.6450811624526978,0.22119787335395813,64.55371133270509,103.50054440933691
